device_time_stamp,left_gaze_origin_validity,right_gaze_origin_validity,left_gaze_origin_in_user_x,left_gaze_origin_in_user_y,left_gaze_origin_in_user_z,right_gaze_origin_in_user_x,right_gaze_origin_in_user_y,right_gaze_origin_in_user_z,left_gaze_origin_in_trackbox_x,left_gaze_origin_in_trackbox_y,left_gaze_origin_in_trackbox_z,right_gaze_origin_in_trackbox_x,right_gaze_origin_in_trackbox_y,right_gaze_origin_in_trackbox_z,left_gaze_point_validity,right_gaze_point_validity,left_gaze_point_in_user_x,left_gaze_point_in_user_y,left_gaze_point_in_user_z,right_gaze_point_in_user_x,right_gaze_point_in_user_y,right_gaze_point_in_user_z,left_gaze_point_on_display_area_x,left_gaze_point_on_display_area_y,right_gaze_point_on_display_area_x,right_gaze_point_on_display_area_y,left_pupil_validity,right_pupil_validity,left_pupil_diameter,right_pupil_diameter,text_file,font_size_or_spacing,contrast_level
1,1,1,-43.91325378417969,-20.326465606689453,736.6389770507812,23.22630500793457,-21.357515335083008,737.5933227539062,0.5830067992210388,0.5458031296730042,0.6764532327651978,0.4536402225494385,0.5486515760421753,0.6765357851982117,1,1,-68.8459701538086,48.483009338378906,9.60051155090332,-99.81814575195312,60.071807861328125,13.818496704101562,0.40004631876945496,0.905512273311615,0.35112544894218445,0.8708822131156921,1,1,3.844268798828125,3.4710845947265625,,,
1,1,1,-43.82991409301758,-20.603164672851562,737.783447265625,23.465625762939453,-21.641605377197266,738.7872924804688,0.5827159881591797,0.5464327335357666,0.6787426471710205,0.45325297117233276,0.5492920279502869,0.678953230381012,1,1,-72.35218048095703,49.3119010925293,9.902202606201172,-103.71212768554688,62.06092834472656,14.542462348937988,0.3945082426071167,0.9030354619026184,0.3449748754501343,0.8649383783340454,1,1,3.84161376953125,3.470733642578125,,,
1,1,1,-43.788719177246094,-20.713502883911133,738.1683959960938,23.544607162475586,-21.732357025146484,739.1204833984375,0.5825930833816528,0.546688437461853,0.6795122027397156,0.45312169194221497,0.5494998693466187,0.679629385471344,1,1,-73.22921752929688,49.94333267211914,10.132033348083496,-105.37784576416016,61.709102630615234,14.41439151763916,0.39312297105789185,0.9011485576629639,0.34234383702278137,0.8659898042678833,1,1,3.8408966064453125,3.4644012451171875,,,
1,1,1,-43.819278717041016,-20.76152229309082,738.4940795898438,23.54599952697754,-21.78703498840332,739.4720458984375,0.5826147794723511,0.5467880964279175,0.6801684498786926,0.45314064621925354,0.5496134161949158,0.6803352236747742,1,1,-74.14646911621094,50.87154769897461,10.469881057739258,-105.77336120605469,61.720237731933594,14.418436050415039,0.39167413115501404,0.8983747959136963,0.3417191207408905,0.8659564256668091,1,1,3.8409423828125,3.4651947021484375,,,
1,1,1,-43.947723388671875,-20.82788848876953,738.2023315429688,23.401920318603516,-21.857624053955078,739.1865234375,0.5828952789306641,0.546978771686554,0.67960524559021,0.45340028405189514,0.54981529712677,0.6797595024108887,1,1,-74.0865478515625,51.23910903930664,10.603653907775879,-105.91905975341797,62.07600402832031,14.547924995422363,0.3917687237262726,0.8972764611244202,0.3414889872074127,0.8648932576179504,1,1,3.839141845703125,3.4591064453125,,,
1,1,1,-44.13669204711914,-20.84940528869629,738.2588500976562,23.25486183166504,-21.892711639404297,739.2495727539062,0.5832523107528687,0.5470290780067444,0.6797416806221008,0.45368680357933044,0.5498998165130615,0.6798784136772156,1,1,-72.24177551269531,50.242374420166016,10.240877151489258,-103.98422241210938,63.074275970458984,14.911270141601562,0.39468255639076233,0.9002549648284912,0.3445450961589813,0.8619102835655212,1,1,3.844482421875,3.46270751953125,,,
1,1,1,-44.260860443115234,-20.848831176757812,738.2733154296875,23.114543914794922,-21.902929306030273,739.2841186523438,0.5834893584251404,0.5470261573791504,0.6797853708267212,0.45395854115486145,0.5499228239059448,0.679939329624176,1,1,-70.91014099121094,49.57777404785156,9.998970985412598,-103.41417694091797,63.58592987060547,15.09749984741211,0.3967858552932739,0.9022408723831177,0.3454454839229584,0.8603813648223877,1,1,3.850921630859375,3.4628753662109375,,,
1,1,1,-44.65618896484375,-20.824893951416016,738.6096801757812,22.755382537841797,-21.872865676879883,739.6607666015625,0.584210216999054,0.5469388961791992,0.6805028319358826,0.45467084646224976,0.5498157739639282,0.6806678175926208,1,1,-70.7209243774414,49.969879150390625,10.141645431518555,-102.37651062011719,62.267616271972656,14.617657661437988,0.3970847725868225,0.901069164276123,0.34708452224731445,0.864320695400238,1,1,3.8540802001953125,3.461273193359375,,,
1,1,1,-44.830604553222656,-20.741355895996094,738.5224609375,22.597368240356445,-21.792064666748047,739.5989990234375,0.5845553278923035,0.5467303395271301,0.6803451180458069,0.45497047901153564,0.5496129393577576,0.6805298924446106,1,1,-70.14511108398438,50.46160888671875,10.320618629455566,-103.91975402832031,62.26862335205078,14.618036270141602,0.3979942500591278,0.8995997309684753,0.34464696049690247,0.864317774772644,1,1,3.86016845703125,3.4504241943359375,,,
1,1,1,-44.909393310546875,-20.667064666748047,738.3744506835938,22.50136375427246,-21.701622009277344,739.4390258789062,0.5847238898277283,0.5465500950813293,0.6800552010536194,0.45514532923698425,0.5493929386138916,0.6801990866661072,1,1,-70.5125961303711,50.428443908691406,10.308538436889648,-104.00625610351562,62.369449615478516,14.654732704162598,0.3974137306213379,0.8996988534927368,0.3445103168487549,0.8640165328979492,1,1,3.843292236328125,3.4396514892578125,,,
