device_time_stamp,left_gaze_origin_validity,right_gaze_origin_validity,left_gaze_origin_in_user_x,left_gaze_origin_in_user_y,left_gaze_origin_in_user_z,right_gaze_origin_in_user_x,right_gaze_origin_in_user_y,right_gaze_origin_in_user_z,left_gaze_origin_in_trackbox_x,left_gaze_origin_in_trackbox_y,left_gaze_origin_in_trackbox_z,right_gaze_origin_in_trackbox_x,right_gaze_origin_in_trackbox_y,right_gaze_origin_in_trackbox_z,left_gaze_point_validity,right_gaze_point_validity,left_gaze_point_in_user_x,left_gaze_point_in_user_y,left_gaze_point_in_user_z,right_gaze_point_in_user_x,right_gaze_point_in_user_y,right_gaze_point_in_user_z,left_gaze_point_on_display_area_x,left_gaze_point_on_display_area_y,right_gaze_point_on_display_area_x,right_gaze_point_on_display_area_y,left_pupil_validity,right_pupil_validity,left_pupil_diameter,right_pupil_diameter
1235858274,1,1,10.814969062805176,16.841655731201172,683.3701171875,69.94573211669922,15.766196250915527,679.8046875,0.4811640977859497,0.4693259596824646,0.5673264265060425,0.35697072744369507,0.47400975227355957,0.567150890827179,1,1,-84.48402404785156,71.9859619140625,18.15492820739746,-84.49134063720703,66.8695297241211,16.29266929626465,0.35886040329933167,0.8255387544631958,0.3588482141494751,0.8417320847511292,1,1,3.886077880859375,3.6313018798828125
1235869377,1,1,10.821162223815918,16.856563568115234,683.3533325195312,69.95015716552734,15.768542289733887,679.791015625,0.48115020990371704,0.46928349137306213,0.5672937035560608,0.35695841908454895,0.47400251030921936,0.5671247839927673,1,1,-85.24503326416016,70.82706451416016,17.733118057250977,-85.34381866455078,66.32804107666016,16.0955867767334,0.3575873076915741,0.8292067050933838,0.35742202401161194,0.8434458374977112,1,1,3.8951416015625,3.6252593994140625
1235880480,1,1,10.83039379119873,16.868040084838867,683.326416015625,69.9501953125,15.769482612609863,679.7677612304688,0.4811297655105591,0.46924999356269836,0.567240834236145,0.35695329308509827,0.47399845719337463,0.5670784711837769,1,1,-85.618408203125,70.96958923339844,17.784984588623047,-85.2109146118164,66.0391616821289,15.990455627441406,0.356962651014328,0.8287556171417236,0.3576444089412689,0.8443601131439209,1,1,3.88909912109375,3.62493896484375
1235891583,1,1,10.837187767028809,16.889873504638672,683.2035522460938,69.95728302001953,15.77782154083252,679.6273193359375,0.48111093044281006,0.46918100118637085,0.5669964551925659,0.35690784454345703,0.47396668791770935,0.5668010115623474,1,1,-84.37884521484375,69.94441986083984,17.411821365356445,-85.7075424194336,66.80503845214844,16.26921272277832,0.359036386013031,0.832000195980072,0.3568135201931,0.8419361114501953,1,1,3.88385009765625,3.612335205078125
1235902686,1,1,10.83137321472168,16.89571762084961,683.1582641601562,69.9555892944336,15.779218673706055,679.5884399414062,0.48112139105796814,0.4691614508628845,0.5669060349464417,0.35690292716026306,0.4739603102207184,0.5667234063148499,1,1,-83.18548583984375,70.25021362304688,17.523113250732422,-84.57311248779297,67.67301940917969,16.585128784179688,0.36103278398513794,0.831032395362854,0.3587113618850708,0.8391890525817871,1,1,3.87249755859375,3.6183624267578125
1235913789,1,1,10.827773094177246,16.901823043823242,683.1288452148438,69.9525146484375,15.783143997192383,679.563232421875,0.4811277985572815,0.469142347574234,0.5668473839759827,0.3569038212299347,0.4739477038383484,0.5666727423667908,1,1,-83.02356719970703,70.88894653320312,17.755599975585938,-85.37100982666016,68.33103942871094,16.82462501525879,0.3613036274909973,0.8290107846260071,0.3573765456676483,0.8371064066886902,1,1,3.8727569580078125,3.6157379150390625
1235924892,1,1,10.812472343444824,16.949621200561523,683.0088500976562,69.91067504882812,15.80294418334961,679.4358520507812,0.48115459084510803,0.4690004587173462,0.5666093826293945,0.3569636046886444,0.4738830327987671,0.5664117336273193,1,1,-84.08011627197266,70.91851806640625,17.766389846801758,-85.01220703125,70.2388916015625,17.518997192382812,0.3595360815525055,0.8289170861244202,0.3579767644405365,0.8310680985450745,1,1,3.8645782470703125,3.6075897216796875
1235935996,1,1,10.787445068359375,16.975793838500977,682.9874877929688,69.88658905029297,15.81872844696045,679.41796875,0.481205552816391,0.46892526745796204,0.5665671229362488,0.3570099472999573,0.4738369584083557,0.5663720965385437,1,1,-83.4375,71.86772155761719,18.11186408996582,-83.85595703125,70.56702423095703,17.638418197631836,0.3606112003326416,0.8259130716323853,0.35991108417510986,0.8300296664237976,1,1,3.8574981689453125,3.62127685546875
1235947099,1,1,10.749896049499512,17.011032104492188,683.0028686523438,69.85382080078125,15.843762397766113,679.4323120117188,0.48128369450569153,0.46882691979408264,0.5665985345840454,0.35708123445510864,0.4737666845321655,0.5663950443267822,1,1,-82.56481170654297,70.54000091552734,17.62860679626465,-83.69950866699219,69.63311004638672,17.298505783081055,0.36207112669944763,0.8301152586936951,0.3601727783679962,0.8329854011535645,1,1,3.8623046875,3.6214141845703125
1235958202,1,1,10.638883590698242,17.04628562927246,682.951416015625,69.70658111572266,15.912896156311035,679.3858032226562,0.4815131425857544,0.46872156858444214,0.5664938688278198,0.35737863183021545,0.4735654592514038,0.5662756562232971,1,1,-82.09343719482422,72.76020050048828,18.436683654785156,-81.96199035644531,67.73365020751953,16.607126235961914,0.36285969614982605,0.8230884075164795,0.3630794882774353,0.8389971256256104,1,1,3.8522796630859375,3.6137847900390625
1235969305,1,1,10.589972496032715,17.042570114135742,682.9426879882812,69.64644622802734,15.916330337524414,679.3831787109375,0.4816151261329651,0.468729704618454,0.5664747357368469,0.3575042486190796,0.47355374693870544,0.5662583112716675,1,1,-85.33308410644531,72.66511535644531,18.402074813842773,-83.4795913696289,66.6103286743164,16.19828224182129,0.3574400544166565,0.8233893513679504,0.3605407178401947,0.8425524234771729,1,1,3.862091064453125,3.608428955078125
1235980408,1,1,10.515856742858887,17.00040054321289,682.921875,69.57064819335938,15.899016380310059,679.3755493164062,0.4817703664302826,0.46884340047836304,0.5664287209510803,0.3576621115207672,0.47359928488731384,0.5662268996238708,1,1,-87.47852325439453,75.3585205078125,19.382417678833008,-83.64442443847656,66.1444091796875,16.028697967529297,0.3538508713245392,0.8148648142814636,0.36026498675346375,0.844027042388916,1,1,3.85028076171875,3.608306884765625
1235991511,1,1,10.301610946655273,16.91412925720215,682.913818359375,69.33692169189453,15.814216613769531,679.38720703125,0.482219934463501,0.4690763056278229,0.5664018392562866,0.3581571578979492,0.47382986545562744,0.5661985874176025,1,1,-85.61929321289062,74.03267669677734,18.899831771850586,-84.6361083984375,68.70594024658203,16.961050033569336,0.3569611608982086,0.8190609812736511,0.3586059808731079,0.8359199166297913,1,1,3.8558807373046875,3.6066131591796875
1236002614,1,1,10.186136245727539,16.88592529296875,682.9237670898438,69.24634552001953,15.798643112182617,679.4053344726562,0.4824622869491577,0.46915188431739807,0.56641685962677,0.35835155844688416,0.473871648311615,0.5662155747413635,1,1,-83.05119323730469,73.5028076171875,18.706993103027344,-85.79313659667969,69.56918334960938,17.275236129760742,0.3612574636936188,0.8207380175590515,0.35667040944099426,0.8331879377365112,1,1,3.850128173828125,3.6090240478515625
1236013717,1,1,10.088067054748535,16.933876037597656,682.9136962890625,69.1442642211914,15.8656644821167,679.4047241210938,0.4826657772064209,0.46901440620422363,0.5663962364196777,0.3585641384124756,0.47368067502975464,0.5661967992782593,1,1,-83.32671356201172,79.57200622558594,20.915973663330078,-84.94795227050781,78.01519775390625,20.349332809448242,0.3607965409755707,0.8015294075012207,0.3580843210220337,0.8064566254615784,1,1,3.8549346923828125,3.6210784912109375
1236024821,1,1,9.911800384521484,17.224781036376953,682.9656372070312,68.8539047241211,16.274927139282227,679.4841918945312,0.4830288887023926,0.4682016968727112,0.5665094256401062,0.3591811954975128,0.47253045439720154,0.5663155317306519,1,1,-86.0364990234375,119.5927963256836,35.48233413696289,-79.1766586303711,125.9495849609375,37.79607009887695,0.3562632203102112,0.67486572265625,0.3677392601966858,0.6547467708587646,1,1,3.8555908203125,3.6262664794921875
1236035924,1,1,9.841361045837402,17.49181365966797,682.8009033203125,68.72699737548828,16.542213439941406,679.3582153320312,0.4831646680831909,0.46744367480278015,0.5661916732788086,0.35941460728645325,0.47176989912986755,0.566052258014679,1,1,-86.31202697753906,148.3762664794922,45.958641052246094,-75.09050750732422,149.55291748046875,46.38698196411133,0.3558022975921631,0.5837675333023071,0.37457501888275146,0.5800434350967407,1,1,3.8563385009765625,3.6182098388671875
