device_time_stamp,left_gaze_origin_validity,right_gaze_origin_validity,left_gaze_origin_in_user_x,left_gaze_origin_in_user_y,left_gaze_origin_in_user_z,right_gaze_origin_in_user_x,right_gaze_origin_in_user_y,right_gaze_origin_in_user_z,left_gaze_origin_in_trackbox_x,left_gaze_origin_in_trackbox_y,left_gaze_origin_in_trackbox_z,right_gaze_origin_in_trackbox_x,right_gaze_origin_in_trackbox_y,right_gaze_origin_in_trackbox_z,left_gaze_point_validity,right_gaze_point_validity,left_gaze_point_in_user_x,left_gaze_point_in_user_y,left_gaze_point_in_user_z,right_gaze_point_in_user_x,right_gaze_point_in_user_y,right_gaze_point_in_user_z,left_gaze_point_on_display_area_x,left_gaze_point_on_display_area_y,right_gaze_point_on_display_area_x,right_gaze_point_on_display_area_y,left_pupil_validity,right_pupil_validity,left_pupil_diameter,right_pupil_diameter,text_file,font_size,font_name,author,AI,passage
0.2721185684204101,1,1,-53.20021057128906,-165.20852661132812,923.1123046875,8.890874862670898,-144.13426208496094,920.9894409179688,0.5805536508560181,0.8326067328453064,1.078574299812317,0.484907865524292,0.790276825428009,1.0644841194152832,1,1,-26.23994255065918,205.48211669921875,66.74353790283203,-62.22983169555664,217.173095703125,70.99862670898438,0.4673427939414978,0.4363632202148437,0.4104965627193451,0.4014280438423157,1,1,2.62261962890625,2.896087646484375,0,20,Arial,Unknown,Unknown,Unknown
0.2811117172241211,1,1,-53.14202499389648,-165.00506591796875,923.121826171875,8.890874862670898,-144.13426208496094,920.9894409179688,0.5804626941680908,0.8321855664253235,1.0785150527954102,0.484907865524292,0.790276825428009,1.0644841194152832,1,1,-25.77318572998047,205.0523223876953,66.58710479736328,-62.22983169555664,217.173095703125,70.99862670898438,0.468080073595047,0.4376475214958191,0.4104965627193451,0.4014280438423157,1,1,2.609481811523437,2.896087646484375,0,20,Arial,Unknown,Unknown,Unknown
0.2917699813842773,1,1,-53.14202499389648,-165.00506591796875,923.121826171875,8.95556640625,-144.02349853515625,921.0170288085938,0.5804626941680908,0.8321855664253235,1.0785150527954102,0.4848082363605499,0.7900401949882507,1.0645055770874023,1,1,-25.77318572998047,205.0523223876953,66.58710479736328,-60.93257522583008,222.6034240722656,72.97511291503906,0.468080073595047,0.4376475214958191,0.4125455617904663,0.3852009177207947,1,1,2.609481811523437,2.838119506835937,0,20,Arial,Unknown,Unknown,Unknown
0.3037261962890625,1,1,-52.88746643066406,-164.1705780029297,923.5084838867188,9.427131652832031,-143.2425537109375,921.441650390625,0.580034613609314,0.8303319215774536,1.078953981399536,0.4840855002403259,0.7882986664772034,1.0651134252548218,1,1,-29.800376892089844,203.25570678710935,65.93313598632812,-59.96344375610352,218.9359436035156,71.64022064208984,0.4617190361022949,0.4430161416530609,0.4140763282775879,0.3961601853370666,1,1,2.53350830078125,2.7018585205078125,0,20,Arial,Unknown,Unknown,Unknown
0.3146543502807617,1,1,-52.82502746582031,-163.97764587402344,923.6394653320312,9.43097972869873,-143.23391723632812,921.4528198242188,0.5799265503883362,0.8298884034156799,1.079137086868286,0.4840797483921051,0.7882773280143738,1.065132975578308,1,1,-33.84819793701172,205.8118438720703,66.86349487304688,-58.81166458129883,216.6473846435547,70.80726623535156,0.4553255140781402,0.4353778958320617,0.4158955514431,0.4029987752437591,1,1,2.507354736328125,2.7205047607421875,0,20,Arial,Unknown,Unknown,Unknown
0.3258681297302246,1,1,-52.82502746582031,-163.97764587402344,923.6394653320312,9.489142417907717,-143.1466064453125,921.5875854492188,0.5799265503883362,0.8298884034156799,1.079137086868286,0.4839919209480285,0.788054883480072,1.0653736591339111,1,1,-33.84819793701172,205.8118438720703,66.86349487304688,-60.89458084106445,214.8668365478516,70.15919494628906,0.4553255140781402,0.4353778958320617,0.4126055836677551,0.4083195924758911,1,1,2.507354736328125,2.7447509765625,0,20,Arial,Unknown,Unknown,Unknown
0.3365559577941894,1,1,-52.63364410400391,-163.2933807373047,924.6369018554688,9.914130210876465,-142.51873779296875,922.6697998046876,0.5795426368713379,0.8281235098838806,1.080838680267334,0.4833528399467468,0.7864210605621338,1.0673290491104126,1,1,-32.961917877197266,209.7358245849609,68.2917251586914,-59.00452423095703,220.27981567382807,72.12944793701172,0.4567254781723022,0.4236522018909454,0.4155909419059753,0.3921443223953247,1,1,2.395538330078125,2.680755615234375,0,20,Arial,Unknown,Unknown,Unknown
0.3476173877716064,1,1,-52.609405517578125,-163.18409729003906,924.8097534179688,9.933076858520508,-142.4875030517578,922.7125854492188,0.5794899463653564,0.8278370499610901,1.081137776374817,0.4833243191242218,0.7863432765007019,1.0674045085906982,1,1,-25.664440155029297,205.19451904296875,66.63882446289062,-57.09622573852539,218.96139526367188,71.64958190917969,0.468251883983612,0.4372225999832153,0.4186050593852997,0.3960839509963989,1,1,2.3967437744140625,2.693817138671875,0,20,Arial,Unknown,Unknown,Unknown
0.3585054874420166,1,1,-52.57804870605469,-163.11643981933594,924.9033813476562,9.94485569000244,-142.4556884765625,922.7508544921876,0.5794333815574646,0.8276646733283997,1.0812948942184448,0.4833067059516907,0.7862657904624939,1.0674705505371094,1,1,-27.21563720703125,207.2167053222656,67.37483978271484,-53.11140441894531,218.47628784179688,71.47301483154297,0.4658017456531524,0.431179791688919,0.4248991310596466,0.3975335955619812,1,1,2.442245483398437,2.656707763671875,0,20,Arial,Unknown,Unknown,Unknown
0.3700544834136963,1,1,-52.4052848815918,-162.50038146972656,925.47509765625,10.282228469848633,-141.88302612304688,923.3431396484376,0.5791165232658386,0.8261971473693848,1.082186937332153,0.4827958941459656,0.7849037051200867,1.0684744119644165,1,1,-33.08100509643555,209.05360412597656,68.04340362548828,-57.30123519897461,218.6681671142578,71.54283905029297,0.4565373063087463,0.4256907701492309,0.418281227350235,0.3969601690769195,1,1,2.4001922607421875,2.5858154296875,0,20,Arial,Unknown,Unknown,Unknown
