device_time_stamp,left_gaze_origin_validity,right_gaze_origin_validity,left_gaze_origin_in_user_x,left_gaze_origin_in_user_y,left_gaze_origin_in_user_z,right_gaze_origin_in_user_x,right_gaze_origin_in_user_y,right_gaze_origin_in_user_z,left_gaze_origin_in_trackbox_x,left_gaze_origin_in_trackbox_y,left_gaze_origin_in_trackbox_z,right_gaze_origin_in_trackbox_x,right_gaze_origin_in_trackbox_y,right_gaze_origin_in_trackbox_z,left_gaze_point_validity,right_gaze_point_validity,left_gaze_point_in_user_x,left_gaze_point_in_user_y,left_gaze_point_in_user_z,right_gaze_point_in_user_x,right_gaze_point_in_user_y,right_gaze_point_in_user_z,left_gaze_point_on_display_area_x,left_gaze_point_on_display_area_y,right_gaze_point_on_display_area_x,right_gaze_point_on_display_area_y,left_pupil_validity,right_pupil_validity,left_pupil_diameter,right_pupil_diameter,Reading,text_file,passage_index,font_size,font_name,Author,AI,Label
0.2734928131103515,1,1,22.12370109558105,57.56217956542969,716.21044921875,89.47537994384766,58.48798751831055,710.97314453125,0.4542905986309051,0.3416729867458343,0.6377208232879639,0.3194034099578857,0.3382884860038757,0.6379283666610718,1,1,7.077080726623535,240.7095489501953,79.5652084350586,-16.029890060424805,249.11199951171875,82.6234359741211,0.5199674367904663,0.3310957252979278,0.4834698140621185,0.3059873282909393,1,1,3.775924682617188,3.314453125,False,AI_HC_P01.txt,1.0,16.0,Times New Roman,HC,False,Immersive
0.2827985286712646,1,1,22.164798736572266,57.63842010498047,716.19873046875,89.54174041748047,58.54381942749024,710.9553833007812,0.4542082250118255,0.3414691686630249,0.6377121806144714,0.3192662298679352,0.3381361365318298,0.6379188299179077,1,1,6.255804538726807,239.96652221679688,79.29476165771484,-16.263158798217773,250.16537475585935,83.00684356689453,0.5186702013015747,0.3333160579204559,0.483101338148117,0.3028394877910614,1,1,3.7496490478515625,3.275253295898437,False,AI_HC_P01.txt,1.0,16.0,Times New Roman,HC,False,Immersive
0.2943494319915771,1,1,22.23162078857422,57.77496719360352,716.0636596679688,89.641357421875,58.70260238647461,710.79345703125,0.454067051410675,0.341079831123352,0.6374691128730774,0.3190259933471679,0.3376781046390533,0.6376492977142334,1,1,5.015101432800293,240.36903381347656,79.44129180908203,-16.177276611328125,247.91860961914065,82.1890869140625,0.5167105197906494,0.3321131765842438,0.4832368493080139,0.3095532059669494,1,1,3.690475463867188,3.22332763671875,False,AI_HC_P01.txt,1.0,16.0,Times New Roman,HC,False,Immersive
0.3054754734039306,1,1,22.25943946838379,57.85972595214844,715.9463500976562,89.6746826171875,58.76398849487305,710.6782836914062,0.4540044069290161,0.3408308625221252,0.6372507214546204,0.3189302086830139,0.3374893963336944,0.6374399662017822,1,1,4.540249347686768,238.8614959716797,78.89261627197266,-15.472512245178224,248.0904083251953,82.25160217285156,0.5159603953361511,0.3366179764270782,0.4843501150608063,0.3090399503707886,1,1,3.653976440429688,3.212753295898437,False,AI_HC_P01.txt,1.0,16.0,Times New Roman,HC,False,Immersive
0.3161358833312988,1,1,22.26001739501953,57.962100982666016,715.8123779296875,89.6679916381836,58.84857177734375,710.5540161132812,0.4539946913719177,0.3405316472053528,0.6370002627372742,0.3189120292663574,0.3372367024421692,0.6372063159942627,1,1,2.784165382385254,238.613525390625,78.80237579345703,-18.14484214782715,249.86770629882807,82.89848327636719,0.5131866335868835,0.3373589515686035,0.4801291823387146,0.3037290871143341,1,1,3.62762451171875,3.2203826904296875,False,AI_HC_P01.txt,1.0,16.0,Times New Roman,HC,False,Immersive
0.3266642093658447,1,1,22.191495895385746,58.18126678466797,715.4786987304688,89.51818084716797,59.07096099853516,710.1859741210938,0.4541094601154327,0.3398803472518921,0.6363667249679565,0.3191184401512146,0.3365623652935028,0.6364776492118835,1,1,-7.319260597229004,246.85983276367188,81.80377197265625,-32.34242630004883,264.7499694824219,88.31524658203125,0.49722820520401,0.3127171993255615,0.4577039778232574,0.2592573165893554,1,1,3.5662994384765625,3.161239624023437,False,AI_HC_P01.txt,1.0,16.0,Times New Roman,HC,False,Immersive
0.3383185863494873,1,1,22.115985870361328,58.292118072509766,715.3274536132812,89.39823150634766,59.18971252441406,710.0682373046875,0.4542497098445892,0.3395543694496155,0.6360785961151123,0.3193285465240478,0.3362193703651428,0.6362345218658447,1,1,-20.58568572998047,258.2754211425781,85.95869445800781,-42.471412658691406,272.81036376953125,91.24900817871094,0.4762738347053528,0.2786048650741577,0.4417050778865814,0.2351709902286529,1,1,3.529891967773437,3.1342010498046875,False,AI_HC_P01.txt,1.0,16.0,Times New Roman,HC,False,Immersive
0.3498640060424804,1,1,22.05126953125,58.36215591430664,715.265869140625,89.31195068359375,59.27608489990234,710.0228271484375,0.4543742537498474,0.3393555879592895,0.6359632611274719,0.3194895982742309,0.3359787464141845,0.6361374258995056,1,1,-31.92959976196289,267.2126159667969,89.2115707397461,-50.758670806884766,278.9006042480469,93.4656982421875,0.4583560526371002,0.2518985867500305,0.4286152720451355,0.2169718593358993,1,1,3.4912261962890625,3.0968017578125,False,AI_HC_P01.txt,1.0,16.0,Times New Roman,HC,False,Immersive
0.3605804443359375,1,1,21.956623077392575,58.47453308105469,715.6126708984375,89.27400970458984,59.45133590698242,710.4456787109375,0.4545830190181732,0.3391329646110534,0.6366667747497559,0.319671630859375,0.3356055617332458,0.6369931697845459,1,1,-42.74116134643555,272.4913024902344,91.1328582763672,-63.48103332519531,285.0670471191406,95.71005249023438,0.4412791132926941,0.2361246049404144,0.4085202813148498,0.198545292019844,1,1,3.442047119140625,3.051788330078125,False,AI_HC_P01.txt,1.0,16.0,Times New Roman,HC,False,Immersive
0.372011661529541,1,1,21.9345817565918,58.4852180480957,715.690185546875,89.29688262939453,59.45957946777344,710.5034790039062,0.4546314775943756,0.3391213715076446,0.6368216276168823,0.3196403980255127,0.3355965614318847,0.6371145248413086,1,1,-42.85704040527344,272.569091796875,91.1611557006836,-63.82612228393555,285.4239807128906,95.8399429321289,0.4410960376262665,0.2358921468257904,0.4079751670360565,0.1974787563085556,1,1,3.408843994140625,3.029815673828125,False,AI_HC_P01.txt,1.0,16.0,Times New Roman,HC,False,Immersive
