device_time_stamp,left_gaze_origin_validity,right_gaze_origin_validity,left_gaze_origin_in_user_x,left_gaze_origin_in_user_y,left_gaze_origin_in_user_z,right_gaze_origin_in_user_x,right_gaze_origin_in_user_y,right_gaze_origin_in_user_z,left_gaze_origin_in_trackbox_x,left_gaze_origin_in_trackbox_y,left_gaze_origin_in_trackbox_z,right_gaze_origin_in_trackbox_x,right_gaze_origin_in_trackbox_y,right_gaze_origin_in_trackbox_z,left_gaze_point_validity,right_gaze_point_validity,left_gaze_point_in_user_x,left_gaze_point_in_user_y,left_gaze_point_in_user_z,right_gaze_point_in_user_x,right_gaze_point_in_user_y,right_gaze_point_in_user_z,left_gaze_point_on_display_area_x,left_gaze_point_on_display_area_y,right_gaze_point_on_display_area_x,right_gaze_point_on_display_area_y,left_pupil_validity,right_pupil_validity,left_pupil_diameter,right_pupil_diameter,text_file,font_size,font_name
0.2757720947265625,1,1,-137.72256469726562,104.08544921875,575.3212280273438,-76.6346206665039,105.5588607788086,586.950927734375,0.8398543000221252,0.1590965539216995,0.4013255536556244,0.6843284368515015,0.1628915220499038,0.402542233467102,1,1,-127.85565185546876,259.2001037597656,86.29524993896484,-125.42306518554688,272.7976379394531,91.24431610107422,0.2883985042572021,0.2398289889097213,0.2924319505691528,0.1971759498119354,1,1,3.260772705078125,3.3946685791015625,0,20,Arial
0.28399658203125,1,1,-137.72256469726562,104.08544921875,575.3212280273438,-76.6346206665039,105.5588607788086,586.950927734375,0.8398543000221252,0.1590965539216995,0.4013255536556244,0.6843284368515015,0.1628915220499038,0.402542233467102,1,1,-127.85565185546876,259.2001037597656,86.29524993896484,-125.42306518554688,272.7976379394531,91.24431610107422,0.2883985042572021,0.2398289889097213,0.2924319505691528,0.1971759498119354,1,1,3.260772705078125,3.3946685791015625,0,20,Arial
0.2971467971801758,1,1,-137.29222106933594,103.99776458740234,574.8187255859375,-76.25137329101562,105.4501953125,586.3742065429688,0.8390828967094421,0.1590945720672607,0.4001353681087494,0.6835781335830688,0.1629160195589065,0.4012805223464966,1,1,-102.31964874267578,260.3896789550781,86.72823333740234,-91.86202239990234,274.1342163085937,91.73079681396484,0.3307387232780456,0.2360974699258804,0.3480780720710754,0.1929831653833389,1,1,3.27386474609375,3.4052886962890625,0,20,Arial
0.3075470924377441,1,1,-136.39761352539062,103.72740936279295,573.2960815429688,-75.62641143798828,105.1655502319336,584.8150634765625,0.837758481502533,0.1590924710035324,0.3967157006263733,0.6825467944145203,0.1629414558410644,0.3979779183864593,1,1,-50.78989791870117,264.1786499023437,88.10728454589844,-39.71100234985352,272.84234619140625,91.26061248779295,0.4161780476570129,0.2242120951414108,0.4345475137233734,0.1970355659723281,1,1,3.2877349853515625,3.3982391357421875,0,20,Arial
0.3172714710235595,1,1,-136.39761352539062,103.72740936279295,573.2960815429688,-75.62641143798828,105.1655502319336,584.8150634765625,0.837758481502533,0.1590924710035324,0.3967157006263733,0.6825467944145203,0.1629414558410644,0.3979779183864593,1,1,-50.78989791870117,264.1786499023437,88.10728454589844,-39.71100234985352,272.84234619140625,91.26061248779295,0.4161780476570129,0.2242120951414108,0.4345475137233734,0.1970355659723281,1,1,3.2877349853515625,3.3982391357421875,0,20,Arial
0.3307652473449707,1,1,-136.68797302246094,103.91864013671876,574.3427124023438,-75.80858612060547,105.38671112060548,585.9435424804688,0.8378613591194153,0.1590851247310638,0.3989199101924896,0.6826348304748535,0.1628812998533249,0.4003051817417145,1,1,-46.69392013549805,265.5457458496094,88.60484313964844,-36.944374084472656,272.9771423339844,91.30965423583984,0.4229694008827209,0.2199237048625946,0.4391347765922546,0.1966128796339035,1,1,3.2935791015625,3.404327392578125,0,20,Arial
0.3408229351043701,1,1,-137.26231384277344,104.26457977294922,576.1649780273438,-76.1279525756836,105.74187469482422,587.7752685546875,0.8382100462913513,0.1590276360511779,0.4027935862541199,0.6828345060348511,0.1627958565950393,0.4040873944759369,1,1,-47.42970657348633,266.9198303222656,89.10494232177734,-39.96994400024414,274.7196960449219,91.94393920898438,0.4217494428157806,0.2156135141849517,0.4341182112693786,0.1911467015743255,1,1,3.299560546875,3.414459228515625,0,20,Arial
0.3505003452301025,1,1,-137.26231384277344,104.26457977294922,576.1649780273438,-76.1279525756836,105.74187469482422,587.7752685546875,0.8382100462913513,0.1590276360511779,0.4027935862541199,0.6828345060348511,0.1627958565950393,0.4040873944759369,1,1,-47.42970657348633,266.9198303222656,89.10494232177734,-39.96994400024414,274.7196960449219,91.94393920898438,0.4217494428157806,0.2156135141849517,0.4341182112693786,0.1911467015743255,1,1,3.299560546875,3.414459228515625,0,20,Arial
0.3636066913604736,1,1,-137.19796752929688,104.22640228271484,575.8049926757812,-76.08611297607422,105.67894744873048,587.3945922851562,0.8382625579833984,0.158937931060791,0.4020612835884094,0.6828525066375732,0.1627777218818664,0.4033112823963165,1,1,-49.06658935546875,265.1870422363281,88.47428131103516,-41.36050415039063,274.7178039550781,91.94324493408205,0.419035404920578,0.2210489511489868,0.4318125545978546,0.1911525428295135,1,1,3.294097900390625,3.4228668212890625,0,20,Arial
0.3745269775390625,1,1,-137.18809509277344,104.23619079589844,575.5365600585938,-76.06758117675781,105.68473815917967,587.1422119140625,0.8383955955505371,0.1587435603141784,0.401545763015747,0.6828858852386475,0.162611499428749,0.4028159081935882,1,1,-51.71255493164063,264.0963134765625,88.07727813720703,-43.55207061767578,274.18023681640625,91.74761199951172,0.4146482646465301,0.2244704067707061,0.4281787872314453,0.1928387731313705,1,1,3.29107666015625,3.42864990234375,0,20,Arial
