device_time_stamp,left_gaze_origin_validity,right_gaze_origin_validity,left_gaze_origin_in_user_x,left_gaze_origin_in_user_y,left_gaze_origin_in_user_z,right_gaze_origin_in_user_x,right_gaze_origin_in_user_y,right_gaze_origin_in_user_z,left_gaze_origin_in_trackbox_x,left_gaze_origin_in_trackbox_y,left_gaze_origin_in_trackbox_z,right_gaze_origin_in_trackbox_x,right_gaze_origin_in_trackbox_y,right_gaze_origin_in_trackbox_z,left_gaze_point_validity,right_gaze_point_validity,left_gaze_point_in_user_x,left_gaze_point_in_user_y,left_gaze_point_in_user_z,right_gaze_point_in_user_x,right_gaze_point_in_user_y,right_gaze_point_in_user_z,left_gaze_point_on_display_area_x,left_gaze_point_on_display_area_y,right_gaze_point_on_display_area_x,right_gaze_point_on_display_area_y,left_pupil_validity,right_pupil_validity,left_pupil_diameter,right_pupil_diameter,text_file,font_size,font_name,author,AI
0.2721514701843261,1,1,-36.46220779418945,39.29125595092773,544.6156616210938,29.645381927490234,29.951396942138672,544.4197387695312,0.59317946434021,0.357025533914566,0.2944945096969604,0.4208729267120361,0.389712929725647,0.2920966744422912,1,1,-18.99931526184082,217.09222412109372,70.9692611694336,-29.56989288330078,213.09336853027344,69.5137710571289,0.4787794947624206,0.4016696214675903,0.4620831906795501,0.4136191010475158,1,1,2.644622802734375,2.884017944335937,0,20,Arial,0,False
0.2805423736572265,1,1,-36.58753204345703,39.4600830078125,544.5984497070312,29.47344970703125,30.132492065429688,544.4156494140625,0.593508243560791,0.3564342558383941,0.2945012152194977,0.4213203191757202,0.3890817165374756,0.2920898497104645,1,1,-23.543886184692383,230.64459228515625,75.90192413330078,-34.704193115234375,227.3451690673828,74.70100402832031,0.4716013073921203,0.3611720502376556,0.4539735317230224,0.3710314631462097,1,1,2.59588623046875,2.828948974609375,0,20,Arial,0,False
0.292914867401123,1,1,-36.69114303588867,39.50284194946289,544.624267578125,29.364727020263672,30.20164680480957,544.457275390625,0.5937734246253967,0.3562918603420257,0.2945726215839386,0.4216096103191376,0.3888488709926605,0.2921687066555023,1,1,-26.969453811645508,234.8514862060547,77.43311309814453,-36.40781021118164,232.5275421142578,76.58724975585938,0.4661906361579895,0.3486009240150451,0.4512826204299927,0.355545312166214,1,1,2.578521728515625,2.8010406494140625,0,20,Arial,0,False
0.3038995265960693,1,1,-36.8336296081543,39.52388000488281,544.579833984375,29.28013610839844,30.21709632873535,544.4351196289062,0.5941523909568787,0.356207013130188,0.2945063412189483,0.421827107667923,0.388790488243103,0.292117178440094,1,1,-27.557863235473636,234.86590576171875,77.43834686279297,-36.08464431762695,233.01670837402344,76.7652816772461,0.4652611911296844,0.3485577404499054,0.4517930746078491,0.3540835678577423,1,1,2.554931640625,2.771270751953125,0,20,Arial,0,False
0.3145539760589599,1,1,-37.043235778808594,39.54806518554688,544.6118774414062,29.124874114990234,30.25950813293457,544.4893798828125,0.5946927070617676,0.3561302423477173,0.2946019172668457,0.422239601612091,0.3886528611183166,0.292213499546051,1,1,-28.10250473022461,234.10606384277344,77.16177368164062,-36.48605728149414,232.70008850097656,76.65005493164062,0.4644009470939636,0.3508282601833343,0.4511590301990509,0.3550296723842621,1,1,2.50762939453125,2.728622436523437,0,20,Arial,0,False
0.3264064788818359,1,1,-37.17035675048828,39.55493927001953,544.6251831054688,28.999208450317383,30.285690307617188,544.5243530273438,0.5950214862823486,0.3561092019081116,0.2946466207504272,0.4225721955299377,0.3885680735111236,0.2922728359699249,1,1,-26.9619197845459,234.37875366210935,77.26101684570312,-35.108673095703125,232.9227752685547,76.73109436035156,0.4662024974822998,0.3500134348869324,0.4533346593379974,0.3543643653392792,1,1,2.4791717529296875,2.6848602294921875,0,20,Arial,0,False
0.3372867107391357,1,1,-37.28661346435547,39.556400299072266,544.57568359375,28.92325592041016,30.30056381225586,544.495361328125,0.5953331589698792,0.3560912013053894,0.2945642173290252,0.422766238451004,0.3885104358196258,0.2922084927558899,1,1,-26.93648910522461,233.7559509277344,77.03433227539062,-35.25761032104492,233.24375915527344,76.8479232788086,0.4662426114082336,0.3518744707107544,0.4530993700027466,0.353405088186264,1,1,2.4379119873046875,2.6551666259765625,0,20,Arial,0,False
0.3479719161987304,1,1,-37.42626190185547,39.553070068359375,544.6509399414062,28.829967498779297,30.31388092041016,544.586181640625,0.5956835150718689,0.3561211824417114,0.2947325408458709,0.4230220913887024,0.3884812891483307,0.292381227016449,1,1,-26.47835731506348,234.388916015625,77.2647476196289,-34.51991653442383,234.44093322753903,77.28364562988281,0.4669662714004516,0.3499831557273865,0.4542645812034607,0.3498276770114898,1,1,2.3949432373046875,2.6187286376953125,0,20,Arial,0,False
0.3596572875976562,1,1,-37.46646118164063,39.55331039428711,544.6992797851562,28.807205200195312,30.330347061157227,544.6541748046875,0.5957795977592468,0.3561323881149292,0.2948343455791473,0.4230908155441284,0.3884371221065521,0.2925162315368652,1,1,-27.44929313659668,233.91017150878903,77.09049224853516,-35.2518310546875,234.76336669921875,77.4010009765625,0.4654327034950256,0.3514138460159302,0.4531084895133972,0.3488641679286957,1,1,2.364486694335937,2.5870819091796875,0,20,Arial,0,False
0.3700499534606933,1,1,-37.48419952392578,39.53533554077149,544.6912231445312,28.809734344482425,30.33739471435547,544.6499633789062,0.5958273410797119,0.3561927080154419,0.2948179841041565,0.4230836033821106,0.3884118199348449,0.2925089001655578,1,1,-27.278684616088867,233.87289428710935,77.0769271850586,-35.37433242797852,234.4620056152344,77.29133605957031,0.4657021164894104,0.3515250980854034,0.4529149830341339,0.3497646152973175,1,1,2.34130859375,2.564910888671875,0,20,Arial,0,False
