device_time_stamp,left_gaze_origin_validity,right_gaze_origin_validity,left_gaze_origin_in_user_x,left_gaze_origin_in_user_y,left_gaze_origin_in_user_z,right_gaze_origin_in_user_x,right_gaze_origin_in_user_y,right_gaze_origin_in_user_z,left_gaze_origin_in_trackbox_x,left_gaze_origin_in_trackbox_y,left_gaze_origin_in_trackbox_z,right_gaze_origin_in_trackbox_x,right_gaze_origin_in_trackbox_y,right_gaze_origin_in_trackbox_z,left_gaze_point_validity,right_gaze_point_validity,left_gaze_point_in_user_x,left_gaze_point_in_user_y,left_gaze_point_in_user_z,right_gaze_point_in_user_x,right_gaze_point_in_user_y,right_gaze_point_in_user_z,left_gaze_point_on_display_area_x,left_gaze_point_on_display_area_y,right_gaze_point_on_display_area_x,right_gaze_point_on_display_area_y,left_pupil_validity,right_pupil_validity,left_pupil_diameter,right_pupil_diameter,Reading,text_file,passage_index,font_size,font_name,Author,AI
0.2789332866668701,1,1,-15.351274490356444,77.32809448242188,559.4407348632812,52.304962158203125,75.11701965332031,556.7696533203125,0.5369678735733032,0.2321250289678573,0.3299366533756256,0.3646581768989563,0.2385870814323425,0.3284871876239776,1,1,-14.68415355682373,237.8589630126953,78.52770233154297,-17.863046646118164,250.23426818847656,83.031982421875,0.4855952560901642,0.3396137356758117,0.48057422041893,0.30263352394104,1,1,2.326812744140625,2.19451904296875,False,start.txt,0,20,Arial,Start Page,False
0.2901928424835205,1,1,-15.769294738769531,77.25520324707031,559.3717041015625,51.89290618896485,75.10902404785156,556.7698974609375,0.5380332469940186,0.2323378920555114,0.3298031091690063,0.3657093942165375,0.2386131137609481,0.3284094333648681,1,1,-14.643619537353516,236.0821533203125,77.8810043334961,-17.582223892211914,250.15000915527344,83.00132751464844,0.4856593012809753,0.3449232876300812,0.4810178279876709,0.3028853237628937,1,1,2.330673217773437,2.181488037109375,False,start.txt,0,20,Arial,Start Page,False
0.3001713752746582,1,1,-16.314746856689453,77.1495590209961,559.3482055664062,50.948150634765625,75.10738372802734,556.8782348632812,0.5394189357757568,0.2326824069023132,0.3297585546970367,0.3681447505950928,0.2386654019355774,0.3284506797790527,1,1,-14.219419479370115,235.7664337158203,77.76610565185547,-17.691486358642578,250.0561370849609,82.96713256835938,0.4863293766975403,0.3458667695522308,0.480845183134079,0.303165853023529,1,1,2.3253631591796875,2.189849853515625,False,start.txt,0,20,Arial,Start Page,False
0.3111371994018554,1,1,-16.630558013916016,77.07833862304688,559.279541015625,50.948150634765625,75.10738372802734,556.8782348632812,0.5402254462242126,0.232890248298645,0.3296215832233429,0.3681447505950928,0.2386654019355774,0.3284506797790527,1,1,-13.703571319580078,235.9454498291016,77.83128356933594,-17.691486358642578,250.0561370849609,82.96713256835938,0.4871442019939422,0.3453318476676941,0.480845183134079,0.303165853023529,1,1,2.328231811523437,2.189849853515625,False,start.txt,0,20,Arial,Start Page,False
0.3227729797363281,1,1,-16.979961395263672,77.00735473632812,559.1864013671875,50.59551239013672,75.1275863647461,556.8369750976562,0.5411192774772644,0.2330858260393142,0.3294385969638824,0.369034469127655,0.2385767847299575,0.328311026096344,1,1,-14.659831047058104,236.97007751464844,78.20420837402344,-19.352214813232425,250.17654418945312,83.01095581054688,0.4856337010860443,0.3422699570655823,0.4782220125198364,0.3028059899806976,1,1,2.324493408203125,2.1922149658203125,False,start.txt,0,20,Arial,Start Page,False
0.333080530166626,1,1,-17.410804748535156,76.96743774414062,559.132080078125,49.81085968017578,75.2213363647461,556.8612060546875,0.5422168970108032,0.2331942170858383,0.3293464481830597,0.3710410594940185,0.2382669746875763,0.3282442688941955,1,1,-15.131279945373535,236.3871917724609,77.99202728271484,-19.216480255126957,249.92205810546875,82.91835021972656,0.4848890900611877,0.3440117835998535,0.4784364998340606,0.3035665452480316,1,1,2.332794189453125,2.201385498046875,False,start.txt,0,20,Arial,Start Page,False
0.3451511859893799,1,1,-17.66944694519043,76.95087432861328,559.0882568359375,49.68860626220703,75.24771118164062,556.78271484375,0.5428767800331116,0.2332290410995483,0.3292711079120636,0.3713349103927612,0.2381409704685211,0.3280748426914215,1,1,-14.91001319885254,236.4390106201172,78.01089477539062,-19.7344913482666,244.5770568847656,80.9729232788086,0.4852385520935058,0.3438569605350494,0.4776183068752289,0.3195386230945587,1,1,2.336044311523437,2.193206787109375,False,start.txt,0,20,Arial,Start Page,False
0.3562390804290771,1,1,-17.940378189086914,76.93404388427734,559.0476684570312,49.501953125,75.28643798828125,556.7845458984375,0.5435677170753479,0.2332662791013717,0.3292032480239868,0.3718113303184509,0.2380096614360809,0.3280559182167053,1,1,-14.338685035705566,236.65655517578125,78.09007263183594,-19.511320114135746,244.3110809326172,80.87611389160156,0.4861409664154053,0.3432068526744842,0.4779708087444305,0.3203334212303161,1,1,2.3419952392578125,2.1980438232421875,False,start.txt,0,20,Arial,Start Page,False
0.3667583465576172,1,1,-18.254995346069336,76.90765380859375,558.9378662109375,49.13056564331055,75.35678100585938,556.7156982421875,0.5443753600120544,0.2333034723997116,0.3289987742900848,0.3727429807186126,0.2377378642559051,0.3278737664222717,1,1,-13.7186861038208,235.8154296875,77.783935546875,-20.92630386352539,244.0469970703125,80.77999114990234,0.4871202707290649,0.3457203209400177,0.4757357537746429,0.3211224973201751,1,1,2.337615966796875,2.2061920166015625,False,start.txt,0,20,Arial,Start Page,False
0.3785316944122314,1,1,-18.449121475219727,76.9054946899414,558.937255859375,48.876686096191406,75.42029571533203,556.755859375,0.5448681116104126,0.2333099097013473,0.3290096521377563,0.3733994662761688,0.2375397384166717,0.3279260396957397,1,1,-13.8853120803833,235.4991607666016,77.6688232421875,-21.073366165161133,243.92308044433597,80.73489379882812,0.4868571758270263,0.346665471792221,0.4755034744739532,0.321492850780487,1,1,2.3437652587890625,2.2168731689453125,False,start.txt,0,20,Arial,Start Page,False
0.3894438743591308,1,1,-18.686092376708984,76.93026733398438,558.9102783203125,48.712547302246094,75.469482421875,556.7697143554688,0.5454718470573425,0.2332128286361694,0.3289785087108612,0.3738211095333099,0.2373784631490707,0.3279381096363067,1,1,-14.195950508117676,234.6244354248047,77.3504638671875,-20.37715721130371,244.39976501464844,80.90838623046875,0.4863664805889129,0.3492793142795563,0.4766031205654144,0.3200683295726776,1,1,2.337066650390625,2.2095489501953125,False,start.txt,0,20,Arial,Start Page,False
0.4000263214111328,1,1,-18.9521484375,76.95230102539062,558.8494262695312,48.39672088623047,75.60118103027344,556.7548828125,0.5461523532867432,0.2331091463565826,0.3288818299770355,0.3746230900287628,0.2369231730699539,0.3278896510601043,1,1,-14.10232639312744,235.8589782714844,77.79978942871094,-20.206491470336918,242.87591552734372,80.35375213623047,0.4865143001079559,0.345590204000473,0.4768727123737335,0.3246219754219055,1,1,2.336410522460937,2.2038726806640625,False,start.txt,0,20,Arial,Start Page,False
0.4114186763763428,1,1,-19.137826919555664,76.99603271484375,558.8421020507812,48.15450668334961,75.71829986572266,556.7881469726562,0.5466242432594299,0.2329571694135666,0.3288917243480682,0.3752480149269104,0.236539825797081,0.3279453217983246,1,1,-14.37999153137207,235.6780548095703,77.73392486572266,-19.127952575683597,243.3101043701172,80.51177215576172,0.486075758934021,0.3461309373378753,0.4785763025283813,0.323324590921402,1,1,2.33056640625,2.202667236328125,False,start.txt,0,20,Arial,Start Page,False
0.4227364063262939,1,1,-19.368242263793945,77.05128479003906,558.8843383789062,48.00669479370117,75.80563354492188,556.8406982421875,0.5472053289413452,0.2327892482280731,0.3290062248706817,0.375636339187622,0.2362669706344604,0.32804736495018,1,1,-14.245436668395996,235.6988983154297,77.74150085449219,-20.203693389892575,241.9764862060547,80.02638244628906,0.4862883388996124,0.3460686802864074,0.4768771529197693,0.327309787273407,1,1,2.335296630859375,2.2037353515625,False,start.txt,0,20,Arial,Start Page,False
0.433176040649414,1,1,-19.63505744934082,77.08409881591797,558.8408813476562,47.701637268066406,75.92626190185547,556.8463745117188,0.5478863716125488,0.2326571345329284,0.328947514295578,0.3764153122901916,0.2358588427305221,0.3280391991138458,1,1,-14.173842430114746,235.4860382080078,77.66402435302734,-20.05203437805176,243.29026794433597,80.50457000732422,0.4864014089107513,0.3467046916484833,0.4771167039871216,0.3233838677406311,1,1,2.3460235595703125,2.2047576904296875,False,start.txt,0,20,Arial,Start Page,False
0.4444310665130615,1,1,-19.82647705078125,77.08271789550781,558.8571166992188,47.5723762512207,75.97054290771484,556.8497924804688,0.548370897769928,0.2326688468456268,0.3289926648139953,0.3767456114292145,0.2357095628976822,0.3280360102653503,1,1,-13.96137523651123,234.92889404296875,77.46127319335938,-21.09772109985352,248.0011749267578,82.21920013427734,0.486736923456192,0.3483694493770599,0.4754649698734283,0.3093065023422241,1,1,2.3446197509765625,2.204574584960937,False,start.txt,0,20,Arial,Start Page,False
0.4561622142791748,1,1,-20.072731018066406,77.04029846191406,558.8893432617188,47.33585357666016,76.0028305053711,556.9219970703125,0.5489933490753174,0.2328266501426696,0.3290623724460602,0.3773643970489502,0.2356325984001159,0.3281475901603699,1,1,-13.26699447631836,236.2297821044922,77.93476104736328,-19.60222053527832,249.74501037597656,82.85389709472656,0.4878336489200592,0.3444820642471313,0.4778271913528442,0.3040956854820251,1,1,2.3477325439453125,2.213363647460937,False,start.txt,0,20,Arial,Start Page,False
0.4664859771728515,1,1,-20.34628677368164,76.98526763916016,558.9675903320312,46.88639450073242,76.03460693359375,557.1268310546875,0.549680769443512,0.2330484539270401,0.3292218148708343,0.3785545229911804,0.2356182187795639,0.3284856081008911,1,1,-14.236404418945312,235.63128662109372,77.71690368652344,-18.71245765686035,249.52317810058597,82.77313232421875,0.4863024950027466,0.3462706208229065,0.4792325794696808,0.3047584891319275,1,1,2.3381805419921875,2.2177734375,False,start.txt,0,20,Arial,Start Page,False
0.4779155254364013,1,1,-20.537494659423828,76.92101287841797,558.9202880859375,46.88639450073242,76.03460693359375,557.1268310546875,0.5501707792282104,0.2332432121038437,0.329124391078949,0.3785545229911804,0.2356182187795639,0.3284856081008911,1,1,-14.132025718688965,236.0724334716797,77.8774642944336,-18.71245765686035,249.52317810058597,82.77313232421875,0.4864673912525177,0.3449523746967315,0.4792325794696808,0.3047584891319275,1,1,2.341400146484375,2.2177734375,False,start.txt,0,20,Arial,Start Page,False
0.4889657497406006,1,1,-20.77419090270996,76.83180236816406,558.85400390625,46.64874267578125,76.01190185546875,557.0948486328125,0.5507782101631165,0.2335135042667389,0.3289863169193268,0.3791535198688507,0.2356797605752945,0.328376829624176,1,1,-15.553065299987791,235.88442993164065,77.80903625488281,-20.224538803100582,248.7711334228516,82.4994125366211,0.4842228889465332,0.3455142378807068,0.4768442213535309,0.3070057928562164,1,1,2.338973999023437,2.220809936523437,False,start.txt,0,20,Arial,Start Page,False
0.4999368190765381,1,1,-21.069067001342773,76.73648834228516,558.7155151367188,46.14653015136719,75.98106384277344,556.9346313476562,0.5515403747558594,0.2337707281112671,0.3287079930305481,0.3803999722003937,0.2357087433338165,0.327969491481781,1,1,-14.929669380187988,236.16128540039065,77.90982055664062,-19.76883125305176,248.2518310546875,82.31039428710938,0.4852074980735779,0.344686895608902,0.4775640070438385,0.3085575997829437,1,1,2.3392791748046875,2.2192840576171875,False,start.txt,0,20,Arial,Start Page,False
0.5103275775909424,1,1,-21.283321380615234,76.68455505371094,558.6719970703125,46.14653015136719,75.98106384277344,556.9346313476562,0.5520888566970825,0.2339256107807159,0.3286237716674804,0.3803999722003937,0.2357087433338165,0.327969491481781,1,1,-14.871271133422852,236.2191467285156,77.93087768554688,-19.76883125305176,248.2518310546875,82.31039428710938,0.4852997660636902,0.3445139825344085,0.4775640070438385,0.3085575997829437,1,1,2.3355865478515625,2.2192840576171875,False,start.txt,0,20,Arial,Start Page,False
0.5215890407562256,1,1,-21.549495697021484,76.65033721923828,558.639404296875,45.87556838989258,76.00678253173828,556.9485473632812,0.5527681112289429,0.2340255081653595,0.3285700678825378,0.3810937702655792,0.2356270402669906,0.3279597163200378,1,1,-14.36044979095459,235.1275634765625,77.53358459472656,-19.37163352966309,249.3544464111328,82.71171569824219,0.4861065447330475,0.3477757573127746,0.4781914055347442,0.3052627742290497,1,1,2.3247833251953125,2.2097320556640625,False,start.txt,0,20,Arial,Start Page,False
0.5330896377563477,1,1,-21.87847328186035,76.61497497558594,558.609130859375,45.29935073852539,76.09210205078125,556.9883422851562,0.5536066889762878,0.2341301590204239,0.3285258710384369,0.3825711011886596,0.2353539615869522,0.3279681503772735,1,1,-15.666788101196287,234.8544769287109,77.43415832519531,-22.409894943237305,252.1865692138672,83.74256896972656,0.4840432703495025,0.3485919535160064,0.4733924567699432,0.2967996597290039,1,1,2.31817626953125,2.2150421142578125,False,start.txt,0,20,Arial,Start Page,False
0.5442478656768799,1,1,-22.11162757873535,76.63192749023438,558.5964965820312,45.15065002441406,76.16594696044922,556.9902954101562,0.5542000532150269,0.2340662181377411,0.3285236954689026,0.3829504549503326,0.2351036071777343,0.3279681503772735,1,1,-19.51473426818848,234.2584686279297,77.21724700927734,-21.85270118713379,251.48004150390625,83.48542022705078,0.4779653251171112,0.3503727912902832,0.4742725789546966,0.2989108860492706,1,1,2.2960968017578125,2.2229156494140625,False,start.txt,0,20,Arial,Start Page,False
